芭贰老磊,芭贰矫埃,瘤开,楷丰盔,惯傈樊(MWh)
2023-12-21,11,腊瘤,浅仿,623.220989
2023-12-21,12,腊瘤,浅仿,611.255507
2023-12-21,13,腊瘤,浅仿,629.735797
2023-12-21,14,腊瘤,浅仿,647.337021
2023-12-21,15,腊瘤,浅仿,623.537692
2023-12-21,16,腊瘤,浅仿,626.060344
2023-12-21,17,腊瘤,浅仿,640.541887
2023-12-21,18,腊瘤,浅仿,625.033551
2023-12-21,19,腊瘤,浅仿,597.71667
2023-12-21,20,腊瘤,浅仿,590.055524
2023-12-21,21,腊瘤,浅仿,624.182499
2023-12-21,22,腊瘤,浅仿,656.262272
2023-12-21,23,腊瘤,浅仿,664.155313
2023-12-21,24,腊瘤,浅仿,713.946535
2023-12-22,1,腊瘤,浅仿,687.478036
2023-12-22,2,腊瘤,浅仿,686.254108
2023-12-22,3,腊瘤,浅仿,693.597418
2023-12-22,4,腊瘤,浅仿,706.558855
2023-12-22,5,腊瘤,浅仿,694.181348
2023-12-22,6,腊瘤,浅仿,692.204257
2023-12-22,7,腊瘤,浅仿,693.243976
2023-12-22,8,腊瘤,浅仿,685.814092
2023-12-22,9,腊瘤,浅仿,621.964365
2023-12-22,10,腊瘤,浅仿,660.977975
2023-12-22,11,腊瘤,浅仿,676.356826
2023-12-22,12,腊瘤,浅仿,625.97192
2023-12-22,13,腊瘤,浅仿,554.601502
2023-12-22,14,腊瘤,浅仿,567.469691
2023-12-22,15,腊瘤,浅仿,559.58156
2023-12-22,16,腊瘤,浅仿,613.715461
2023-12-22,17,腊瘤,浅仿,610.255631
2023-12-22,18,腊瘤,浅仿,666.220322
2023-12-22,19,腊瘤,浅仿,680.698329
2023-12-22,20,腊瘤,浅仿,648.898283
2023-12-22,21,腊瘤,浅仿,613.204711
2023-12-22,22,腊瘤,浅仿,582.389715
2023-12-22,23,腊瘤,浅仿,592.808313
2023-12-22,24,腊瘤,浅仿,585.462463
2023-12-23,1,腊瘤,浅仿,621.242054
2023-12-23,2,腊瘤,浅仿,663.942102
2023-12-23,3,腊瘤,浅仿,638.932266
2023-12-23,4,腊瘤,浅仿,626.315089
2023-12-23,5,腊瘤,浅仿,634.620119
2023-12-23,6,腊瘤,浅仿,623.678754
2023-12-23,7,腊瘤,浅仿,614.380569
2023-12-23,8,腊瘤,浅仿,614.090823
2023-12-23,9,腊瘤,浅仿,535.670727
2023-12-23,10,腊瘤,浅仿,549.885327
2023-12-23,11,腊瘤,浅仿,443.905418
2023-12-23,12,腊瘤,浅仿,386.46398
2023-12-23,13,腊瘤,浅仿,362.255882
2023-12-23,14,腊瘤,浅仿,327.448988
2023-12-23,15,腊瘤,浅仿,316.155071
2023-12-23,16,腊瘤,浅仿,321.834296
2023-12-23,17,腊瘤,浅仿,331.122415
2023-12-23,18,腊瘤,浅仿,335.969761
2023-12-23,19,腊瘤,浅仿,358.379463
2023-12-23,20,腊瘤,浅仿,384.622681
2023-12-23,21,腊瘤,浅仿,341.819876
2023-12-23,22,腊瘤,浅仿,305.317617
2023-12-23,23,腊瘤,浅仿,291.679419
2023-12-23,24,腊瘤,浅仿,267.114516
2023-12-24,1,腊瘤,浅仿,219.09565
2023-12-24,2,腊瘤,浅仿,162.307167
2023-12-24,3,腊瘤,浅仿,166.362197
2023-12-24,4,腊瘤,浅仿,107.583867
2023-12-24,5,腊瘤,浅仿,78.124132
2023-12-24,6,腊瘤,浅仿,70.234209
2023-12-24,7,腊瘤,浅仿,76.951429
2023-12-24,8,腊瘤,浅仿,125.85745
2023-12-24,9,腊瘤,浅仿,149.414036
2023-12-24,10,腊瘤,浅仿,220.853788
2023-12-24,11,腊瘤,浅仿,219.325686
2023-12-24,12,腊瘤,浅仿,207.841826
2023-12-24,13,腊瘤,浅仿,267.338726
2023-12-24,14,腊瘤,浅仿,355.986318
2023-12-24,15,腊瘤,浅仿,431.31903
2023-12-24,16,腊瘤,浅仿,480.217422
2023-12-24,17,腊瘤,浅仿,447.285981
2023-12-24,18,腊瘤,浅仿,445.978271
2023-12-24,19,腊瘤,浅仿,445.895973
2023-12-24,20,腊瘤,浅仿,439.483691
2023-12-24,21,腊瘤,浅仿,445.510616
2023-12-24,22,腊瘤,浅仿,490.774954
2023-12-24,23,腊瘤,浅仿,501.570925
2023-12-24,24,腊瘤,浅仿,516.935895
2023-12-25,1,腊瘤,浅仿,553.432708
2023-12-25,2,腊瘤,浅仿,540.978106
2023-12-25,3,腊瘤,浅仿,602.680644
2023-12-25,4,腊瘤,浅仿,609.876462
2023-12-25,5,腊瘤,浅仿,593.399113
2023-12-25,6,腊瘤,浅仿,642.720102
2023-12-25,7,腊瘤,浅仿,619.98256
2023-12-25,8,腊瘤,浅仿,534.621734
2023-12-25,9,腊瘤,浅仿,574.855863
2023-12-25,10,腊瘤,浅仿,695.396441
2023-12-25,11,腊瘤,浅仿,741.592655
2023-12-25,12,腊瘤,浅仿,722.871232
2023-12-25,13,腊瘤,浅仿,689.411778
2023-12-25,14,腊瘤,浅仿,664.630172
2023-12-25,15,腊瘤,浅仿,620.165287
2023-12-25,16,腊瘤,浅仿,599.311597
2023-12-25,17,腊瘤,浅仿,542.503202
2023-12-25,18,腊瘤,浅仿,561.048923
2023-12-25,19,腊瘤,浅仿,559.085971
2023-12-25,20,腊瘤,浅仿,538.068924
2023-12-25,21,腊瘤,浅仿,588.108295
2023-12-25,22,腊瘤,浅仿,601.2794
2023-12-25,23,腊瘤,浅仿,622.06265
2023-12-25,24,腊瘤,浅仿,685.261429
2023-12-26,1,腊瘤,浅仿,690.549195
2023-12-26,2,腊瘤,浅仿,666.355784
2023-12-26,3,腊瘤,浅仿,663.436354
2023-12-26,4,腊瘤,浅仿,698.896679
2023-12-26,5,腊瘤,浅仿,682.229383
2023-12-26,6,腊瘤,浅仿,680.041133
2023-12-26,7,腊瘤,浅仿,660.344272
2023-12-26,8,腊瘤,浅仿,638.589291
2023-12-26,9,腊瘤,浅仿,642.874255
2023-12-26,10,腊瘤,浅仿,654.049502
2023-12-26,11,腊瘤,浅仿,639.699674
2023-12-26,12,腊瘤,浅仿,600.443482
2023-12-26,13,腊瘤,浅仿,528.778442
2023-12-26,14,腊瘤,浅仿,491.613146
2023-12-26,15,腊瘤,浅仿,441.558959
2023-12-26,16,腊瘤,浅仿,421.412505
2023-12-26,17,腊瘤,浅仿,421.433324
2023-12-26,18,腊瘤,浅仿,473.186607
2023-12-26,19,腊瘤,浅仿,459.725934
2023-12-26,20,腊瘤,浅仿,418.949691
2023-12-26,21,腊瘤,浅仿,415.909092
2023-12-26,22,腊瘤,浅仿,369.969933
2023-12-26,23,腊瘤,浅仿,370.932872
2023-12-26,24,腊瘤,浅仿,328.709605
2023-12-27,1,腊瘤,浅仿,281.052109
2023-12-27,2,腊瘤,浅仿,190.437044
2023-12-27,3,腊瘤,浅仿,159.760098
2023-12-27,4,腊瘤,浅仿,110.949527
2023-12-27,5,腊瘤,浅仿,55.184605
2023-12-27,6,腊瘤,浅仿,41.79289
2023-12-27,7,腊瘤,浅仿,19.868298
2023-12-27,8,腊瘤,浅仿,16.266002
2023-12-27,9,腊瘤,浅仿,13.090406
2023-12-27,10,腊瘤,浅仿,52.184872
2023-12-27,11,腊瘤,浅仿,44.46902
2023-12-27,12,腊瘤,浅仿,25.480304
2023-12-27,13,腊瘤,浅仿,0.440169
2023-12-27,14,腊瘤,浅仿,1.015666
2023-12-27,15,腊瘤,浅仿,2.348848
2023-12-27,16,腊瘤,浅仿,5.38664
2023-12-27,17,腊瘤,浅仿,12.580889
2023-12-27,18,腊瘤,浅仿,14.713573
2023-12-27,19,腊瘤,浅仿,14.333331
2023-12-27,20,腊瘤,浅仿,21.76853
2023-12-27,21,腊瘤,浅仿,23.749568
2023-12-27,22,腊瘤,浅仿,52.108102
2023-12-27,23,腊瘤,浅仿,100.763341
2023-12-27,24,腊瘤,浅仿,167.665548
2023-12-28,1,腊瘤,浅仿,201.843382
2023-12-28,2,腊瘤,浅仿,219.158647
2023-12-28,3,腊瘤,浅仿,237.046534
2023-12-28,4,腊瘤,浅仿,264.535847
2023-12-28,5,腊瘤,浅仿,292.374088
2023-12-28,6,腊瘤,浅仿,287.216559
2023-12-28,7,腊瘤,浅仿,283.233661
2023-12-28,8,腊瘤,浅仿,334.903594
2023-12-28,9,腊瘤,浅仿,351.648072
2023-12-28,10,腊瘤,浅仿,375.414274
2023-12-28,11,腊瘤,浅仿,369.335943
2023-12-28,12,腊瘤,浅仿,351.999325
2023-12-28,13,腊瘤,浅仿,336.822767
2023-12-28,14,腊瘤,浅仿,360.040074
2023-12-28,15,腊瘤,浅仿,389.271531
2023-12-28,16,腊瘤,浅仿,427.627111
2023-12-28,17,腊瘤,浅仿,430.404639
2023-12-28,18,腊瘤,浅仿,492.752654
2023-12-28,19,腊瘤,浅仿,531.456815
2023-12-28,20,腊瘤,浅仿,502.32915
2023-12-28,21,腊瘤,浅仿,444.718212
2023-12-28,22,腊瘤,浅仿,379.28874
2023-12-28,23,腊瘤,浅仿,348.709906
2023-12-28,24,腊瘤,浅仿,331.321555
2023-12-29,1,腊瘤,浅仿,285.362874
2023-12-29,2,腊瘤,浅仿,268.171578
2023-12-29,3,腊瘤,浅仿,259.797974
2023-12-29,4,腊瘤,浅仿,278.457262
2023-12-29,5,腊瘤,浅仿,350.212697
2023-12-29,6,腊瘤,浅仿,356.541738
2023-12-29,7,腊瘤,浅仿,271.779152
2023-12-29,8,腊瘤,浅仿,213.546651
2023-12-29,9,腊瘤,浅仿,182.437336
2023-12-29,10,腊瘤,浅仿,229.093236
2023-12-29,11,腊瘤,浅仿,255.028324
2023-12-29,12,腊瘤,浅仿,272.816755
2023-12-29,13,腊瘤,浅仿,262.600538
2023-12-29,14,腊瘤,浅仿,245.015571
2023-12-29,15,腊瘤,浅仿,290.329617
2023-12-29,16,腊瘤,浅仿,320.539659
2023-12-29,17,腊瘤,浅仿,387.504808
2023-12-29,18,腊瘤,浅仿,472.981817
2023-12-29,19,腊瘤,浅仿,469.891123
2023-12-29,20,腊瘤,浅仿,461.270587
2023-12-29,21,腊瘤,浅仿,406.619789
2023-12-29,22,腊瘤,浅仿,381.288308
2023-12-29,23,腊瘤,浅仿,406.572813
2023-12-29,24,腊瘤,浅仿,430.95508
2023-12-30,1,腊瘤,浅仿,437.552684
2023-12-30,2,腊瘤,浅仿,438.070359
2023-12-30,3,腊瘤,浅仿,361.521461
2023-12-30,4,腊瘤,浅仿,296.549525
2023-12-30,5,腊瘤,浅仿,187.957131
2023-12-30,6,腊瘤,浅仿,93.205745
2023-12-30,7,腊瘤,浅仿,74.761832
2023-12-30,8,腊瘤,浅仿,75.076487
2023-12-30,9,腊瘤,浅仿,49.6942
2023-12-30,10,腊瘤,浅仿,93.664841
2023-12-30,11,腊瘤,浅仿,109.440608
2023-12-30,12,腊瘤,浅仿,118.401328
2023-12-30,13,腊瘤,浅仿,100.593501
2023-12-30,14,腊瘤,浅仿,110.256176
2023-12-30,15,腊瘤,浅仿,176.041307
2023-12-30,16,腊瘤,浅仿,217.566087
2023-12-30,17,腊瘤,浅仿,172.244459
2023-12-30,18,腊瘤,浅仿,168.833162
2023-12-30,19,腊瘤,浅仿,150.837156
2023-12-30,20,腊瘤,浅仿,183.142752
2023-12-30,21,腊瘤,浅仿,216.928063
2023-12-30,22,腊瘤,浅仿,253.924983
2023-12-30,23,腊瘤,浅仿,246.717657
2023-12-30,24,腊瘤,浅仿,207.917526
2023-12-31,1,腊瘤,浅仿,230.12889
2023-12-31,2,腊瘤,浅仿,302.354755
2023-12-31,3,腊瘤,浅仿,437.169222
2023-12-31,4,腊瘤,浅仿,451.723786
2023-12-31,5,腊瘤,浅仿,537.504372
2023-12-31,6,腊瘤,浅仿,608.584992
2023-12-31,7,腊瘤,浅仿,652.707872
2023-12-31,8,腊瘤,浅仿,646.889452
2023-12-31,9,腊瘤,浅仿,720.996091
2023-12-31,10,腊瘤,浅仿,770.824425
2023-12-31,11,腊瘤,浅仿,726.505038
2023-12-31,12,腊瘤,浅仿,809.196358
2023-12-31,13,腊瘤,浅仿,820.488831
2023-12-31,14,腊瘤,浅仿,763.029461
2023-12-31,15,腊瘤,浅仿,695.395647
2023-12-31,16,腊瘤,浅仿,616.426997
2023-12-31,17,腊瘤,浅仿,546.617314
2023-12-31,18,腊瘤,浅仿,488.318283
2023-12-31,19,腊瘤,浅仿,438.574035
2023-12-31,20,腊瘤,浅仿,372.036083
2023-12-31,21,腊瘤,浅仿,312.242242
2023-12-31,22,腊瘤,浅仿,249.296709
2023-12-31,23,腊瘤,浅仿,198.013042
2023-12-31,24,腊瘤,浅仿,167.945612
2023-12-01,1,力林,浅仿,49.429993
2023-12-01,2,力林,浅仿,38.986915
2023-12-01,3,力林,浅仿,37.802229
2023-12-01,4,力林,浅仿,53.03516
2023-12-01,5,力林,浅仿,51.244223
2023-12-01,6,力林,浅仿,77.507024
2023-12-01,7,力林,浅仿,69.640787
2023-12-01,8,力林,浅仿,102.911537
2023-12-01,9,力林,浅仿,136.35604
2023-12-01,10,力林,浅仿,155.353328
2023-12-01,11,力林,浅仿,149.038125
2023-12-01,12,力林,浅仿,137.202172
2023-12-01,13,力林,浅仿,145.795438
2023-12-01,14,力林,浅仿,171.013657
2023-12-01,15,力林,浅仿,171.214956
2023-12-01,16,力林,浅仿,161.82495
2023-12-01,17,力林,浅仿,160.101343
2023-12-01,18,力林,浅仿,155.754967
2023-12-01,19,力林,浅仿,192.501066
2023-12-01,20,力林,浅仿,181.363119
2023-12-01,21,力林,浅仿,139.867787
2023-12-01,22,力林,浅仿,113.219267
2023-12-01,23,力林,浅仿,106.020039
2023-12-01,24,力林,浅仿,97.803188
2023-12-02,1,力林,浅仿,68.953782
2023-12-02,2,力林,浅仿,57.415158
2023-12-02,3,力林,浅仿,51.308163
2023-12-02,4,力林,浅仿,36.096293
2023-12-02,5,力林,浅仿,20.765959
2023-12-02,6,力林,浅仿,26.528072
2023-12-02,7,力林,浅仿,16.574257
2023-12-02,8,力林,浅仿,15.683403
2023-12-02,9,力林,浅仿,1.912776
2023-12-02,10,力林,浅仿,4.516804
2023-12-02,11,力林,浅仿,5.81297
2023-12-02,12,力林,浅仿,7.131484
2023-12-02,13,力林,浅仿,12.772582
2023-12-02,14,力林,浅仿,11.724644
2023-12-02,15,力林,浅仿,8.964216
2023-12-02,16,力林,浅仿,7.92637
2023-12-02,17,力林,浅仿,7.522349
2023-12-02,18,力林,浅仿,11.439685
2023-12-02,19,力林,浅仿,28.680292
2023-12-02,20,力林,浅仿,35.909097
2023-12-02,21,力林,浅仿,42.618966
2023-12-02,22,力林,浅仿,43.779804
2023-12-02,23,力林,浅仿,52.324181
2023-12-02,24,力林,浅仿,47.522545
2023-12-03,1,力林,浅仿,49.95526
2023-12-03,2,力林,浅仿,37.119684
2023-12-03,3,力林,浅仿,35.064706
2023-12-03,4,力林,浅仿,46.497206
2023-12-03,5,力林,浅仿,60.734891
2023-12-03,6,力林,浅仿,73.532547
2023-12-03,7,力林,浅仿,67.658167
2023-12-03,8,力林,浅仿,40.989201
2023-12-03,9,力林,浅仿,40.259003
2023-12-03,10,力林,浅仿,33.36834
2023-12-03,11,力林,浅仿,27.496739
2023-12-03,12,力林,浅仿,43.972502
2023-12-03,13,力林,浅仿,41.315701
2023-12-03,14,力林,浅仿,44.569503
2023-12-03,15,力林,浅仿,46.463112
2023-12-03,16,力林,浅仿,56.686439
2023-12-03,17,力林,浅仿,58.15703
2023-12-03,18,力林,浅仿,59.48685
2023-12-03,19,力林,浅仿,65.699247
2023-12-03,20,力林,浅仿,69.685017
2023-12-03,21,力林,浅仿,61.230563
2023-12-03,22,力林,浅仿,55.362193
2023-12-03,23,力林,浅仿,51.31819
2023-12-03,24,力林,浅仿,51.347999
2023-12-04,1,力林,浅仿,32.618011
2023-12-04,2,力林,浅仿,28.655344
2023-12-04,3,力林,浅仿,37.481057
2023-12-04,4,力林,浅仿,40.735321
2023-12-04,5,力林,浅仿,45.911625
2023-12-04,6,力林,浅仿,48.205688
2023-12-04,7,力林,浅仿,28.423906
2023-12-04,8,力林,浅仿,16.234307
2023-12-04,9,力林,浅仿,14.525167
2023-12-04,10,力林,浅仿,5.233994
2023-12-04,11,力林,浅仿,3.253783
2023-12-04,12,力林,浅仿,4.434053
2023-12-04,13,力林,浅仿,8.561126
2023-12-04,14,力林,浅仿,7.347034
2023-12-04,15,力林,浅仿,2.894884
2023-12-04,16,力林,浅仿,3.060329
2023-12-04,17,力林,浅仿,2.547312
2023-12-04,18,力林,浅仿,2.681944
2023-12-04,19,力林,浅仿,5.385317
2023-12-04,20,力林,浅仿,1.90988
2023-12-04,21,力林,浅仿,1.789116
2023-12-04,22,力林,浅仿,1.7181
2023-12-04,23,力林,浅仿,4.19486
2023-12-04,24,力林,浅仿,17.370097
2023-12-05,1,力林,浅仿,11.255675
2023-12-05,2,力林,浅仿,19.092952
2023-12-05,3,力林,浅仿,16.344522
2023-12-05,4,力林,浅仿,14.936467
2023-12-05,5,力林,浅仿,22.043427
2023-12-05,6,力林,浅仿,36.262093
2023-12-05,7,力林,浅仿,42.340686
2023-12-05,8,力林,浅仿,52.497992
2023-12-05,9,力林,浅仿,42.442501
2023-12-05,10,力林,浅仿,27.793351
2023-12-05,11,力林,浅仿,31.773966
2023-12-05,12,力林,浅仿,27.260419
2023-12-05,13,力林,浅仿,12.935652
2023-12-05,14,力林,浅仿,8.586321
2023-12-05,15,力林,浅仿,10.719497
2023-12-05,16,力林,浅仿,15.164674
2023-12-05,17,力林,浅仿,10.430303
2023-12-05,18,力林,浅仿,21.369088
2023-12-05,19,力林,浅仿,39.623891
2023-12-05,20,力林,浅仿,37.225255
2023-12-05,21,力林,浅仿,24.696717
2023-12-05,22,力林,浅仿,6.677453
2023-12-05,23,力林,浅仿,2.256108
2023-12-05,24,力林,浅仿,4.342061
2023-12-06,1,力林,浅仿,3.404384
2023-12-06,2,力林,浅仿,4.125971
2023-12-06,3,力林,浅仿,0.785849
2023-12-06,4,力林,浅仿,0.225621
2023-12-06,5,力林,浅仿,5.781796
2023-12-06,6,力林,浅仿,5.437815
2023-12-06,7,力林,浅仿,12.973229
2023-12-06,8,力林,浅仿,10.95623
2023-12-06,9,力林,浅仿,6.37067
2023-12-06,10,力林,浅仿,25.662395
2023-12-06,11,力林,浅仿,66.485719
2023-12-06,12,力林,浅仿,100.694465
2023-12-06,13,力林,浅仿,98.315058
2023-12-06,14,力林,浅仿,108.092899
2023-12-06,15,力林,浅仿,102.19506
2023-12-06,16,力林,浅仿,109.328449
2023-12-06,17,力林,浅仿,128.638648
2023-12-06,18,力林,浅仿,139.88202
2023-12-06,19,力林,浅仿,162.740119
2023-12-06,20,力林,浅仿,224.454874
2023-12-06,21,力林,浅仿,236.570466
2023-12-06,22,力林,浅仿,190.581044
2023-12-06,23,力林,浅仿,176.487928
2023-12-06,24,力林,浅仿,160.861182
2023-12-07,1,力林,浅仿,160.845855
2023-12-07,2,力林,浅仿,164.953959
2023-12-07,3,力林,浅仿,178.218516
2023-12-07,4,力林,浅仿,169.673018
2023-12-07,5,力林,浅仿,180.570353
2023-12-07,6,力林,浅仿,172.164221
2023-12-07,7,力林,浅仿,155.968628
2023-12-07,8,力林,浅仿,114.622117
2023-12-07,9,力林,浅仿,63.09403
2023-12-07,10,力林,浅仿,37.855829
2023-12-07,11,力林,浅仿,23.964578
2023-12-07,12,力林,浅仿,12.360546
2023-12-07,13,力林,浅仿,10.474078
2023-12-07,14,力林,浅仿,10.475797
2023-12-07,15,力林,浅仿,9.182056
2023-12-07,16,力林,浅仿,4.364241
2023-12-07,17,力林,浅仿,2.665234
2023-12-07,18,力林,浅仿,4.090202
2023-12-07,19,力林,浅仿,11.707887
2023-12-07,20,力林,浅仿,21.669144
2023-12-07,21,力林,浅仿,30.616554
2023-12-07,22,力林,浅仿,36.510299
2023-12-07,23,力林,浅仿,59.330457
2023-12-07,24,力林,浅仿,96.251198
2023-12-08,1,力林,浅仿,102.874234
2023-12-08,2,力林,浅仿,113.887952
2023-12-08,3,力林,浅仿,113.056669
2023-12-08,4,力林,浅仿,115.25299
2023-12-08,5,力林,浅仿,129.771879
2023-12-08,6,力林,浅仿,173.557571
2023-12-08,7,力林,浅仿,166.430956
2023-12-08,8,力林,浅仿,152.107451
2023-12-08,9,力林,浅仿,132.358952
2023-12-08,10,力林,浅仿,141.454212
2023-12-08,11,力林,浅仿,159.179502
2023-12-08,12,力林,浅仿,159.935159
2023-12-08,13,力林,浅仿,160.054069
2023-12-08,14,力林,浅仿,154.451235
2023-12-08,15,力林,浅仿,184.66009
2023-12-08,16,力林,浅仿,188.583035
2023-12-08,17,力林,浅仿,162.674131
2023-12-08,18,力林,浅仿,164.183115
2023-12-08,19,力林,浅仿,180.356305
2023-12-08,20,力林,浅仿,170.498309
2023-12-08,21,力林,浅仿,166.236747
2023-12-08,22,力林,浅仿,149.675458
2023-12-08,23,力林,浅仿,152.313625
2023-12-08,24,力林,浅仿,139.587764
2023-12-09,1,力林,浅仿,112.165853
2023-12-09,2,力林,浅仿,87.241353
2023-12-09,3,力林,浅仿,58.682656
2023-12-09,4,力林,浅仿,86.753923
2023-12-09,5,力林,浅仿,70.281502
2023-12-09,6,力林,浅仿,71.888992
2023-12-09,7,力林,浅仿,28.015277
2023-12-09,8,力林,浅仿,17.075706
2023-12-09,9,力林,浅仿,24.490102
2023-12-09,10,力林,浅仿,24.473311
2023-12-09,11,力林,浅仿,26.121358
2023-12-09,12,力林,浅仿,37.901614
2023-12-09,13,力林,浅仿,40.642525
2023-12-09,14,力林,浅仿,43.88526
2023-12-09,15,力林,浅仿,42.048171
2023-12-09,16,力林,浅仿,37.296019
2023-12-09,17,力林,浅仿,16.790806
2023-12-09,18,力林,浅仿,13.453585
2023-12-09,19,力林,浅仿,33.978967
2023-12-09,20,力林,浅仿,40.730015
2023-12-09,21,力林,浅仿,30.557005
2023-12-09,22,力林,浅仿,22.754573
2023-12-09,23,力林,浅仿,31.473063
2023-12-09,24,力林,浅仿,33.873
2023-12-10,1,力林,浅仿,23.511162
2023-12-10,2,力林,浅仿,22.370048
2023-12-10,3,力林,浅仿,28.520222
2023-12-10,4,力林,浅仿,25.236721
2023-12-10,5,力林,浅仿,30.358508
2023-12-10,6,力林,浅仿,39.460865
2023-12-10,7,力林,浅仿,41.308618
2023-12-10,8,力林,浅仿,36.386949
2023-12-10,9,力林,浅仿,30.789477
2023-12-10,10,力林,浅仿,12.730337
2023-12-10,11,力林,浅仿,11.255335
2023-12-10,12,力林,浅仿,10.934902
2023-12-10,13,力林,浅仿,10.064386
2023-12-10,14,力林,浅仿,18.822244
2023-12-10,15,力林,浅仿,21.213564
2023-12-10,16,力林,浅仿,16.677768
2023-12-10,17,力林,浅仿,21.433522
2023-12-10,18,力林,浅仿,42.099485
2023-12-10,19,力林,浅仿,50.501343
2023-12-10,20,力林,浅仿,41.675184
2023-12-10,21,力林,浅仿,31.68108
2023-12-10,22,力林,浅仿,38.983352
2023-12-10,23,力林,浅仿,46.21927
2023-12-10,24,力林,浅仿,36.422359
2023-12-11,1,力林,浅仿,42.916704
2023-12-11,2,力林,浅仿,39.644789
2023-12-11,3,力林,浅仿,55.454749
